source,target,weight
AWCR,ASGR,3
AWCR,ASHR,1
AWCR,ASIL,2
AWCR,ASIR,2
AWCR,AWCL,17
AWCR,IL2L,2
AWCR,RIAL,3
AWCR,RIVL,3
BAGL,ADFR,1
BAGL,AIBL,2
BAGL,AINL,1
BAGL,AIZR,2
BAGL,AUAR,2
BAGL,AVAR,3
BAGL,AVEL,2
BAGL,AVER,7
BAGL,BAGR,1
BAGL,CEPVR,2
BAGL,RIAR,18
BAGL,RIBR,19
BAGL,RID,3
BAGL,RIGL,3
BAGL,RIGR,7
BAGL,RIPR,1
BAGL,RIVR,2
BAGL,URAVR,1
BAGL,URXR,1
BAGR,AIYL,3
BAGR,AQR,3
BAGR,AVAL,4
BAGR,AVEL,8
BAGR,BAGL,3
BAGR,OLQVL,2
BAGR,RIAL,18
BAGR,RIBL,22
BAGR,RIBR,1
BAGR,RIGL,10
BAGR,SMDVL,1
BDUL,ADAL,2
BDUL,ADEL,6
BDUL,ALML,1
BDUL,AVHL,2
BDUL,AVJR,2
BDUL,HSNL,3
BDUL,PVNL,2
BDUL,PVNR,4
BDUL,RIFL,2
BDUL,RMGL,3
BDUL,SAADL,3
BDUL,URADL,3
BDUR,ADER,4
BDUR,ALMR,4
BDUR,AVAL,7
BDUR,AVBR,1
BDUR,AVHL,2
BDUR,AVJL,5
BDUR,CEPVR,1
BDUR,HSNR,8
BDUR,PVCL,3
BDUR,PVNL,11
BDUR,PVNR,5
BDUR,SDQL,2
BDUR,URADR,3
CEPDL,AFDL,2
CEPDL,AINL,2
CEPDL,ALML,2
CEPDL,AVER,13
CEPDL,CEPDR,1
CEPDL,IL1DL,18
CEPDL,IL2DL,1
CEPDL,OLLL,8
CEPDL,OLQDL,27
CEPDL,RIBL,3
CEPDL,RICL,11
CEPDL,RICR,8
CEPDL,RIH,1
CEPDL,RIPL,8
CEPDL,RIS,3
CEPDL,RMDDL,2
CEPDL,RMDVL,13
CEPDL,RMGL,6
CEPDL,RMHL,1
CEPDL,RMHR,8
CEPDL,SIADR,4
CEPDL,SIBDR,2
CEPDL,SMBDR,5
CEPDL,URADL,8
CEPDL,URBL,11
CEPDL,URYDL,7
CEPDR,AVEL,9
CEPDR,BDUR,5
CEPDR,CEPDR,6
CEPDR,IL1DR,15
CEPDR,IL1R,1
CEPDR,OLLR,13
CEPDR,OLQDR,20
CEPDR,RIBR,3
CEPDR,RICL,13
CEPDR,RICR,19
CEPDR,RIFR,2
CEPDR,RIH,4
CEPDR,RMDR,1
CEPDR,RMDVR,3
CEPDR,RMGR,1
CEPDR,RMHL,7
CEPDR,RMHR,1
CEPDR,SIBVR,1
CEPDR,SMBDL,1
CEPDR,URADR,3
CEPDR,URBR,14
CEPDR,URXR,2
CEPDR,URYDR,3
CEPVL,AVER,5
CEPVL,IL1VL,9
CEPVL,OLLL,4
CEPVL,OLQVL,19
CEPVL,PVR,3
CEPVL,RIAL,1
CEPVL,RIBL,3
CEPVL,RICL,20
CEPVL,RICR,17
CEPVL,RIPL,4
CEPVL,RMDDL,7
CEPVL,RMDVR,8
CEPVL,RMGL,2
CEPVL,RMHL,10
CEPVL,RMHR,5
CEPVL,SIAVL,6
CEPVL,SMBVL,1
CEPVL,SMDVR,1
CEPVL,URAVL,6
CEPVL,URXL,2
CEPVL,URYVL,5
CEPVR,ADLR,3
CEPVR,ASGR,2
CEPVR,AVEL,13
CEPVR,CEPDR,1
CEPVR,IL1VR,8
CEPVR,IL2VR,3
CEPVR,OLLR,14
CEPVR,OLQVR,11
CEPVR,RIAL,1
CEPVR,RIAR,1
CEPVR,RICL,13
CEPVR,RICR,12
CEPVR,RIPR,3
CEPVR,RIVL,2
CEPVR,RMDDR,4
CEPVR,RMHR,15
CEPVR,SIAVR,7
CEPVR,SMBVR,2
CEPVR,SMDDR,2
CEPVR,URAVR,3
CEPVR,URYVR,2
DA01,AS01,13
DA01,DB01,1
DA01,DD01,12
DA01,FLPR,2
DA01,VD01,13
DA01,VD02,4
DA02,AS02,1
DA02,DA03,1
DA02,DB01,1
DA02,DD01,7
DA02,VD02,17
DA02,VD03,11
DA03,AS04,2
DA03,DA04,2
DA03,DB03,2
DA03,DD02,3
DA03,VD03,43
DA03,VD04,13
DA04,DB02,2
DA04,DD02,4
DA04,VD04,11
DA04,VD05,21
DA05,DA04,1
DA05,DB04,1
DA05,DD03,12
DA05,VD05,1
DA05,VD06,22
DA06,DA05,1
DA06,DB05,1
DA06,DD03,7
DA06,VD04,3
DA06,VD05,3
DA06,VD06,13
DA06,VD07,13
DA07,DA06,1
DA07,DB06,1
DA07,DD04,3
DA07,VD07,10
DA07,VD08,12
DA07,VD09,10
DA08,DA07,1
DA08,DB07,1
DA08,DD04,4
DA08,DD05,4
DA08,VD08,5
DA08,VD09,5
DA08,VD10,7
DA08,VD11,5
DA08,VD12,5
DA08,VD13,5
DA09,AS11,1
DA09,DA08,1
DA09,DB07,2
DA09,DD06,4
DA09,DVA,1
DA09,VA11,1
DA09,VA12,1
DA09,VD09,5
DA09,VD10,5
DA09,VD11,11
DA09,VD12,11
DA09,VD13,4
DB01,AS01,28
DB01,AS02,4
DB01,DA01,16
DB01,DA02,2
DB01,DD01,31
DB01,FLPR,1
DB01,RID,1
DB01,VD01,18
DB01,VD02,24
DB01,VD03,2
DB02,AS03,3
DB02,AS04,2
DB02,DA02,3
DB02,DA03,12
DB02,DA04,1
DB02,DD01,3
DB02,DD02,16
DB02,VD03,33
DB02,VD04,15
DB03,AS04,2
DB03,AS05,1
DB03,DA04,4
DB03,DA05,1
DB03,DD02,3
DB03,DD03,14
DB03,DD05,14
DB03,VD04,9
DB03,VD05,24
DB03,VD06,4
DB04,AS06,2
DB04,DA05,3
DB04,DD03,9
DB04,DD04,2
DB04,DD05,9
DB04,DD06,2
DB04,VD06,14
DB05,AS07,3
DB05,AS08,2
DB05,DA06,3
DB05,DA07,12
DB05,DA08,1
DB05,VD04,3
DB05,VD05,3
DB05,VD06,13
DB05,VD07,13
DB06,AS08,2
DB06,AS09,1
DB06,DA08,4
DB06,DA09,1
DB06,VD07,10
DB06,VD08,12
DB06,VD09,10
DB07,AS10,2
DB07,AS11,2
DB07,DA09,3
DB07,DD06,1
DB07,VD08,5
DB07,VD09,5
DB07,VD10,7
DB07,VD11,5
DB07,VD12,5
DB07,VD13,1
DD01,DA02,3
DD01,VD02,1
DD02,DA03,2
DD02,VD03,1
DD02,VD04,1
DD03,DA05,1
DD06,DB07,1
DD06,VD13,3
DVA,AIZL,5
DVA,AIZR,3
DVA,AQR,6
DVA,AUAL,4
DVA,AUAR,8
DVA,AVAL,6
DVA,AVAR,2
DVA,AVBL,1
DVA,AVBR,1
DVA,AVDR,2
DVA,AVEL,19
DVA,AVER,17
DVA,DA02,1
DVA,DB02,2
DVA,DB03,3
DVA,DB04,1
DVA,DB07,1
DVA,PDEL,2
DVA,PVCL,4
DVA,PVCR,1
DVA,PVPR,3
DVA,PVR,2
DVA,RIAL,3
DVA,RIAR,4
DVA,RIMR,5
DVA,RIR,4
DVA,SAADR,5
DVA,SAAVL,3
DVA,SAAVR,1
DVA,SABD,2
DVA,SMBDL,6
DVA,SMBDR,6
DVA,SMBVL,5
DVA,SMBVR,6
DVA,SMDVL,1
DVA,URXL,1
DVA,URYDL,3
DVA,VA02,2
DVA,VA06,1
DVA,VA08,1
DVA,VA12,1
DVA,VB01,1
DVA,VB07,1
DVA,VB11,2
DVB,AVL,21
DVB,DA08,10
DVB,DD06,10
DVB,DVC,5
DVB,PDA,2
DVB,PHCL,2
DVB,PVPL,10
DVB,VD13,1
DVC,AIBL,3
DVC,AIBR,3
DVC,AVAL,14
DVC,AVAR,16
DVC,AVBL,1
DVC,AVKL,2
DVC,PVDR,1
DVC,PVT,1
DVC,RIBL,2
DVC,RIBR,6
DVC,RIGL,16
DVC,RIGR,13
DVC,RIVR,2
DVC,RMFL,14
DVC,RMFR,9
DVC,URAVL,1
DVC,VD09,2
FLPL,ADEL,22
FLPL,ADER,3
FLPL,AIBL,3
FLPL,AIBR,3
FLPL,AVAL,33
FLPL,AVAR,48
FLPL,AVBL,22
FLPL,AVBR,22
FLPL,AVDL,30
FLPL,AVDR,34
FLPL,DD01,6
FLPL,DVA,1
FLPL,FLPR,2
FLPL,PVCR,6
FLPL,RIS,1
FLPL,VA01,5
FLPR,ADAL,1
FLPR,ADAR,1
FLPR,ADER,6
FLPR,AVAL,23
FLPR,AVAR,10
FLPR,AVBL,30
FLPR,AVBR,11
FLPR,AVDL,25
FLPR,AVDR,8
FLPR,AVEL,21
FLPR,AVER,7
FLPR,AVJL,2
FLPR,AVJR,2
FLPR,DVA,6
FLPR,FLPL,14
FLPR,PVCL,2
FLPR,VB01,1
HSNL,ADLL,1
HSNL,ADLR,1
HSNL,AIAL,8
HSNL,AIMR,2
HSNL,AIZL,6
HSNL,AIZR,3
HSNL,ASHL,3
HSNL,ASHR,1
HSNL,ASJR,2
HSNL,ASKL,3
HSNL,ASKR,2
HSNL,AVFL,11
HSNL,AVFR,4
HSNL,AVJL,3
HSNL,AWAR,3
HSNL,AWBL,5
HSNL,AWBR,3
HSNL,HSNL,1
HSNL,HSNR,5
HSNL,PVQL,1
HSNL,RIFL,9
HSNL,RIML,4
HSNL,RIR,3
HSNL,RMGR,1
HSNL,VC05,9
HSNR,AIAL,3
HSNR,AIBL,2
HSNR,AIZL,3
HSNR,AIZR,1
HSNR,AS05,2
HSNR,ASHL,4
HSNR,AVDR,1
HSNR,AVEL,1
HSNR,AVER,1
HSNR,AVFL,4
HSNR,AVFR,2
HSNR,AVHL,2
HSNR,AVHR,2
HSNR,AVJL,3
HSNR,AWBL,2
HSNR,BDUR,2
HSNR,DA05,2
HSNR,DA06,1
HSNR,DB05,1
HSNR,HSNL,1
HSNR,PVNR,2
HSNR,PVPR,1
HSNR,PVQR,1
HSNR,PVT,1
HSNR,RIFR,6
HSNR,RIML,1
HSNR,RIMR,1
HSNR,RMDDR,1
HSNR,RMGR,1
HSNR,SABD,1
HSNR,SABVR,1
HSNR,VA06,2
HSNR,VC02,6
HSNR,VC03,1
HSNR,VC04,1
HSNR,VC05,2
I1L,I2L,10
I1L,I3,3
I1L,I5,2
I1L,I6,1
I1L,M2L,3
I1L,M3L,8
I1L,M3R,2
I1L,MCL,2
I1L,MCR,2
I1L,MI,2
I1L,NSML,3
I1R,I2R,6
I1R,I3,1
I1R,I5,2
I1R,M1,1
I1R,M2L,1
I1R,M2R,3
I1R,M3L,1
I1R,M3R,6
I1R,MCL,3
I1R,MCR,4
I1R,MI,1
I1R,NSML,1
I1R,NSMR,2
I2L,I1L,2
I2L,I2R,3
I2L,I4,13
I2L,I5,2
I2L,I6,2
I2L,M1,1
I2L,M3R,3
I2L,M4,4
I2L,NSML,14
I2L,NSMR,24
I2R,I1R,1
I2R,I2L,3
I2R,I4,20
I2R,I5,2
I2R,I6,3
I2R,M1,3
I2R,M2R,2
I2R,M3R,2
I2R,M4,3
I2R,MCL,1
I2R,NSML,34
I2R,NSMR,7
I3,I1L,1
I3,I1R,1
I3,I5,2
I3,I6,1
I3,M1,2
I3,M2L,2
I3,M3L,2
I3,M3R,2
I3,M4,2
I3,MCL,1
I3,MCR,2
I3,MI,1
I3,NSMR,2
I4,I2R,7
I4,I5,2
I4,M2L,5
I4,M3L,6
I4,M3R,22
I4,MI,1
I4,NSML,8
I4,NSMR,15
I5,I1L,2
I5,I2L,3
I5,I2R,1
I5,I3,1
I5,I4,7
I5,M1,3
I5,M2L,4
I5,M3L,4
I5,M3R,2
I5,M4,19
I5,M5,2
I5,MI,4
I5,NSML,1
I5,NSMR,5
I6,I1R,1
I6,I2L,1
I6,I2R,4
I6,I3,12
I6,M3L,10
I6,M4,15
I6,NSML,24
I6,NSMR,23
IL1DL,IL2DL,1
IL1DL,RIPL,11
IL1DL,RMDDR,3
IL1DL,RMDVL,3
IL1DL,RMEL,1
IL1DL,URADL,10
IL1DR,IL1DR,1
IL1DR,IL1R,2
IL1DR,IL2DR,5
IL1DR,OLLR,1
IL1DR,PVR,5
IL1DR,RIPR,28
IL1DR,RMDDL,11
IL1DR,RMDVR,32
IL1DR,URADR,8
IL1DR,URYDR,2
IL1L,ADEL,3
IL1L,AVER,5
IL1L,IL2L,1
IL1L,OLLL,1
IL1L,RMDDL,20
IL1L,RMDR,9
IL1L,RMDVL,22
IL1L,RMDVR,5
IL1L,RMER,4
IL1L,RMGL,1
IL1L,URAVL,4
IL1L,URBL,1
IL1R,AVEL,2
IL1R,AVER,5
IL1R,OLLR,1
IL1R,RMDDL,8
IL1R,RMDDR,12
IL1R,RMDL,11
IL1R,RMDR,4
IL1R,RMDVL,8
IL1R,RMDVR,17
IL1R,RMEL,5
IL1R,RMHL,3
IL1R,URXR,1
IL1VL,AVL,1
IL1VL,IL1L,3
IL1VL,IL1VL,5
IL1VL,OLQVL,2
IL1VL,RIPL,13
IL1VL,RMDDL,30
IL1VL,RMDVR,3
IL1VL,RMHL,1
IL1VL,URAVL,4
IL1VL,URYVL,4
IL1VR,IL1R,4
IL1VR,IL2VR,2
IL1VR,OLLR,1
IL1VR,OLQVR,5
IL1VR,RIPR,16
IL1VR,RMDDR,40
IL1VR,RMDVL,5
IL1VR,URAVR,4
IL2DL,AUAL,2
IL2DL,AVBR,2
IL2DL,IL1DL,17
IL2DL,IL2DL,2
IL2DL,OLQDL,2
IL2DL,RIBL,1
IL2DL,RIH,2
IL2DL,RIPL,28
IL2DL,RMED,2
IL2DL,RMEL,11
IL2DL,RMER,8
IL2DL,RMEV,1
IL2DL,RMHL,1
IL2DL,URADL,8
IL2DR,CEPDR,2
IL2DR,IL1DR,28
IL2DR,OLQDR,2
IL2DR,RICL,1
IL2DR,RICR,2
IL2DR,RIPL,1
IL2DR,RIPR,43
IL2DR,RMED,3
IL2DR,RMEL,12
IL2DR,RMER,11
IL2DR,RMEV,5
IL2DR,URADR,5
IL2L,ADEL,6
IL2L,AVEL,2
IL2L,IL1L,6
IL2L,OLQDL,20
IL2L,OLQVL,19
IL2L,RICL,1
IL2L,RIH,25
IL2L,RMDR,3
IL2L,RMER,10
IL2L,RMEV,5
IL2L,URAVL,2
IL2L,URXL,3
IL2R,ADER,5
IL2R,AVER,2
IL2R,IL1R,2
IL2R,OLLR,5
IL2R,OLQDR,10
IL2R,OLQVR,26
IL2R,RIH,19
IL2R,RMDL,3
IL2R,RMEL,5
IL2R,RMEV,2
IL2R,RMGR,1
IL2R,URADR,2
IL2R,URAVR,1
IL2R,URBR,3
IL2R,URXR,1
IL2VL,BAGR,1
IL2VL,DVC,1
IL2VL,IL1VL,27
IL2VL,IL2L,1
IL2VL,OLQVL,6
IL2VL,RIAL,4
IL2VL,RIH,5
IL2VL,RIPL,36
IL2VL,RMEL,7
IL2VL,RMER,6
IL2VL,RMEV,2
IL2VL,URAVL,7
IL2VR,ADLR,1
IL2VR,AVAL,1
IL2VR,IL1VR,29
IL2VR,OLQVR,9
IL2VR,RIAR,2
IL2VR,RIH,5
IL2VR,RIPR,43
IL2VR,RMED,2
IL2VR,RMEL,8
IL2VR,RMER,17
IL2VR,RMEV,15
IL2VR,SIADR,1
IL2VR,URAVR,16
IL2VR,URXR,1
LUAL,AVAL,27
LUAL,AVAR,23
LUAL,AVDL,27
LUAL,AVDR,6
LUAL,AVJL,4
LUAL,AVJR,1
LUAL,PHBL,2
LUAL,PVNL,1
LUAL,PVWL,1
LUAR,AVAL,13
LUAR,AVAR,31
LUAR,AVDL,5
LUAR,AVDR,14
LUAR,AVJR,4
LUAR,PDB,2
LUAR,PQR,7
LUAR,PVCR,9
LUAR,PVNL,1
LUAR,PVR,2
LUAR,PVWL,3
LUAR,PVWR,2
M1,I1R,1
M1,I2L,3
M1,I2R,2
M1,I3,8
M1,I4,1
M1,I5,2
M1,M4,1
M1,M5,1
M1,MI,6
M1,NSML,2
M1,RIPL,1
M2L,I3,2
M2L,I4,8
M2L,I5,2
M2L,M3L,3
M2L,M3R,1
M2R,I4,1
M2R,I5,3
M2R,M3L,2
M2R,M3R,1
M2R,NSMR,1
M3L,NSML,1
M3R,M4,2
M4,I4,5
M4,I5,1
M4,M2L,1
M4,M3L,1
M4,M4,15
M4,MCL,1
M5,I5,1
M5,M1,1
MI,I1L,1
MI,I3,2
MI,I4,1
MI,M1,7
MI,M2L,3
MI,M2R,2
MI,M3L,2
MI,M3R,2
MI,MCL,3
MI,NSML,1
MI,NSMR,2
NSML,I4,1
NSML,I6,1
NSML,M3L,21
NSML,M3R,1
NSML,M4,13
NSML,NSMR,7
NSMR,I2L,1
NSMR,I2R,1
NSMR,I4,3
NSMR,I6,4
NSMR,M3R,24
OLLL,ADEL,5
OLLL,AVER,53
OLLL,CEPDL,5
OLLL,CEPVL,14
OLLL,IL1VL,3
OLLL,OLLL,4
OLLL,RIBL,24
OLLL,RMDDL,22
OLLL,RMDL,6
OLLL,RMDVL,3
OLLL,RMEL,5
OLLL,SMDDL,8
OLLL,SMDDR,9
OLLL,SMDVR,10
OLLL,URYDL,2
OLLL,URYVL,1
OLLR,ADER,2
OLLR,AVEL,39
OLLR,CEPDR,4
OLLR,CEPVR,16
OLLR,IL1DR,1
OLLR,IL1VR,2
OLLR,IL2R,1
OLLR,OLLR,4
OLLR,OLQDR,1
OLLR,RIBR,21
OLLR,RIS,2
OLLR,RMDDR,26
OLLR,RMDL,9
OLLR,RMDR,2
OLLR,RMDVR,6
OLLR,RMED,1
OLLR,RMER,3
OLLR,SMDDL,3
OLLR,SMDDR,1
OLLR,SMDVL,11
OLLR,SMDVR,4
OLQDL,CEPDL,3
OLQDL,RICR,6
OLQDL,RIH,3
OLQDL,RMDDL,1
OLQDL,RMDDR,10
OLQDL,RMED,1
OLQDL,RMEL,2
OLQDL,RMHL,1
OLQDL,SIBVL,10
OLQDL,URYDL,3
OLQDR,IL1DR,1
OLQDR,RICL,2
OLQDR,RICR,2
OLQDR,RIH,2
OLQDR,RMDDL,11
OLQDR,RMER,1
OLQDR,RMHR,3
OLQDR,SIBVR,6
OLQVL,AVAL,1
OLQVL,AVDR,1
OLQVL,IL2L,1
OLQVL,RICL,4
OLQVL,RMDVR,14
OLQVL,RMHL,2
OLQVL,SIAVL,9
OLQVL,SIBDL,13
OLQVR,IL1VR,2
OLQVR,RICR,3
OLQVR,RIH,18
OLQVR,RIPR,18
OLQVR,RMDVL,18
OLQVR,RMER,2
OLQVR,RMHR,1
OLQVR,SIBDR,18
PDA,DA09,1
PDA,DD06,3
PDA,PVNR,1
PDA,VD11,10
PDA,VD12,12
PDA,VD13,3
PDB,DD06,2
PDB,VD12,10
PDB,VD13,2
PDEL,AVKL,5
PDEL,DVA,7
PDEL,PDER,4
PDEL,PVM,3
PDEL,PVR,2
PDER,AVKL,16
PDER,DVA,1
PDER,PVCL,1
PDER,PVCR,1
PDER,PVM,1
PDER,VB02,1
PHAL,AVDR,2
PHAL,AVFL,4
PHAL,AVG,11
PHAL,AVHL,4
PHAL,AVHR,1
PHAL,DA08,3
PHAL,DVA,2
PHAL,PHAR,13
PHAL,PHBL,7
PHAL,PHBR,10
PHAL,PVQL,3
PHAR,AVDR,2
PHAR,AVG,9
PHAR,AVHR,1
PHAR,DA08,2
PHAR,DVA,6
PHAR,PHAL,11
PHAR,PHBL,3
PHAR,PHBR,8
PHAR,PVPL,3
PHAR,PVQL,4
PHAR,PVQR,1
PHAR,PVT,2
PHBL,AS11,1
PHBL,AVAL,48
PHBL,AVAR,33
PHBL,AVDL,6
PHBL,AVDR,1
PHBL,AVG,1
PHBL,DA08,1
PHBL,PHBR,4
PHBL,PVCL,71
PHBL,PVNL,1
PHBL,VA12,5
PHBR,AVAL,35
PHBR,AVAR,38
PHBR,AVDL,7
PHBR,AVDR,5
PHBR,PHBL,3
PHBR,PHCL,1
PHBR,PHCR,3
PHBR,PVCL,39
PHBR,PVCR,21
PHBR,VA12,1
PHCL,AVAL,5
PHCL,AVHR,1
PHCL,DA09,1
PHCL,DVA,12
PHCL,LUAL,2
PHCL,PHAR,1
PHCL,PHCR,2
PHCL,PVCL,7
PHCL,PVQR,2
PHCL,VA12,6
PHCR,AVHR,2
PHCR,DA09,23
PHCR,DVA,22
PHCR,LUAR,6
PHCR,PHAR,2
PHCR,PHCL,4
PHCR,PVCR,25
PHCR,PVQR,4
PHCR,VA12,8
PLML,AVAL,4
PLML,AVAR,5
PLML,AVDR,5
PLML,DVA,9
PLML,PDEL,16
PLML,PDER,19
PLML,VA09,6
PLMR,AVAL,3
PLMR,AVAR,5
PLMR,AVDL,8
PLMR,AVDR,5
PLMR,DVA,19
PLMR,PDEL,18
PLMR,PDER,10
PLNL,SAADL,5
PLNL,SIAVL,10
PLNL,SMBVL,10
PLNR,RMDVL,1
PLNR,SAADR,8
PLNR,SAAVL,1
PLNR,SIAVR,10
PLNR,SMBVR,10
PLNR,SMDVL,2
PQR,AS11,2
PQR,AVAL,23
PQR,AVAR,26
PQR,AVDL,15
PQR,AVDR,20
PQR,AVG,1
PQR,AVHL,1
PQR,AVJR,1
PQR,DA08,1
PQR,DB07,2
PQR,LUAR,3
PQR,PHBL,2
PQR,PVCL,1
PQR,PVCR,1
PQR,PVNL,2
PQR,PVPR,1
PVCL,ADLR,2
PVCL,AS01,1
PVCL,AS02,1
PVCL,ASHR,2
PVCL,AVAL,5
PVCL,AVAR,7
PVCL,AVBL,7
PVCL,AVBR,27
PVCL,AVDL,7
PVCL,AVDR,11
PVCL,AVEL,2
PVCL,AVER,7
PVCL,AVG,2
PVCL,AVJL,3
PVCL,AVJR,2
PVCL,DA05,1
PVCL,DA08,2
PVCL,DB02,4
PVCL,DB03,2
PVCL,DB04,6
PVCL,DB05,2
PVCL,DB07,5
PVCL,DVA,4
PVCL,PDEL,1
PVCL,PVCL,1
PVCL,PVCR,10
PVCL,RID,12
PVCL,RIS,2
PVCL,SIBDL,2
PVCL,SIBVL,7
PVCL,SMBVR,3
PVCL,VB04,3
PVCL,VB06,2
PVCL,VB07,1
PVCL,VB08,1
PVCL,VB11,1
PVCR,AQR,2
PVCR,AVAL,10
PVCR,AVAR,5
PVCR,AVBL,21
PVCR,AVBR,14
PVCR,AVDL,16
PVCR,AVDR,6
PVCR,AVEL,6
PVCR,AVER,6
PVCR,AVHL,1
PVCR,AVL,1
PVCR,DA02,1
PVCR,DA04,1
PVCR,DA05,2
PVCR,DA07,1
PVCR,DB02,4
PVCR,DB03,6
PVCR,DB04,6
PVCR,DB05,3
PVCR,DB07,1
PVCR,DVA,3
PVCR,FLPL,2
PVCR,LUAR,1
PVCR,PDEL,1
PVCR,PVCL,5
PVCR,PVDL,2
PVCR,PVDR,1
PVCR,PVPR,1
PVCR,PVR,1
PVCR,PVWR,1
PVCR,RID,19
PVCR,SIBVR,10
PVCR,VB03,1
PVCR,VB04,1
PVCR,VB06,4
PVCR,VB07,1
PVCR,VB08,2
PVCR,VB11,3
PVDL,AVAL,13
PVDL,AVAR,29
PVDL,AVDL,1
PVDL,AVDR,1
PVDL,AVFL,1
PVDL,AVG,8
PVDL,DD05,3
PVDL,PVCL,13
PVDL,PVCR,36
PVDL,PVDR,10
PVDL,PVPL,1
PVDL,VD10,3
PVDR,AVAL,9
PVDR,AVAR,30
PVDR,AVDL,1
PVDR,DVA,5
PVDR,PVCL,29
PVDR,PVCR,29
PVDR,PVDL,2
PVDR,PVR,4
PVDR,VA09,2
PVDR,VA12,3
PVDR,VB05,2
PVDR,VB06,4
PVM,AVKL,15
PVM,AVM,2
PVM,DVA,3
PVM,PDEL,10
PVM,PDER,7
PVM,PVCL,1
PVM,PVCR,2
PVM,PVM,6
PVM,PVR,3
PVNL,AVAL,6
PVNL,AVBR,2
PVNL,AVDL,7
PVNL,AVDR,6
PVNL,AVG,2
PVNL,AVJL,6
PVNL,AVJR,8
PVNL,AVL,1
PVNL,BDUL,5
PVNL,BDUR,2
PVNL,DD01,5
PVNL,LUAL,3
PVNL,PQR,5
PVNL,PVCL,5
PVNL,PVDL,3
PVNL,PVNR,9
PVNL,PVPR,1
PVNL,PVT,6
PVNL,PVWL,4
PVNL,PVWR,1
PVNL,VA12,1
PVNL,VD12,1
PVNR,ALML,2
PVNR,AVAL,5
PVNR,AVBR,1
PVNR,AVDL,1
PVNR,AVDR,2
PVNR,AVEL,5
PVNR,AVJL,1
PVNR,AVJR,1
PVNR,AVL,3
PVNR,BDUL,1
PVNR,CEPDL,2
PVNR,DB03,1
PVNR,DD02,1
PVNR,HSNR,1
PVNR,PQR,4
PVNR,PVCR,2
PVNR,PVDR,5
PVNR,PVNR,1
PVNR,PVR,1
PVNR,PVT,3
PVNR,PVWL,9
PVNR,PVWR,2
PVNR,URBL,2
PVNR,URXL,2
PVNR,VA05,1
PVNR,VA11,1
PVNR,VC02,1
PVNR,VD03,3
PVNR,VD04,6
PVNR,VD06,1
PVNR,VD07,1
PVNR,VD12,1
PVNR,VD13,1
PVPL,ADAL,1
PVPL,AQR,8
PVPL,AVAL,4
PVPL,AVAR,3
PVPL,AVBL,13
PVPL,AVBR,12
PVPL,AVDR,3
PVPL,AVHR,3
PVPL,PVCL,3
PVPL,PVCR,9
PVPL,PVDL,1
PVPL,RIGL,3
PVPL,RIR,1
PVPR,ADFR,2
PVPR,AQR,5
PVPR,ASHR,2
PVPR,AVAL,1
PVPR,AVAR,5
PVPR,AVBL,8
PVPR,AVBR,11
PVPR,AVG,1
PVPR,AVHL,3
PVPR,AVJL,2
PVPR,AVL,4
PVPR,DD02,1
PVPR,DVC,3
PVPR,HSNR,2
PVPR,PVCL,6
PVPR,PVCR,13
PVPR,PVQR,1
PVPR,RIAR,2
PVPR,RIGR,2
PVPR,RIMR,1
PVPR,URXR,1
PVQL,AIAL,10
PVQL,ASJL,3
PVQL,ASKL,12
PVQL,AVHR,1
PVQL,AWAL,1
PVQL,DA08,1
PVQL,DD06,1
PVQL,HSNL,3
PVQL,HSNR,6
PVQL,PVPL,1
PVQL,RMGL,1
PVQR,AIAL,1
PVQR,AIAR,12
PVQR,AIMR,2
PVQR,ASER,2
PVQR,ASJL,1
PVQR,ASKR,6
PVQR,AVBR,1
PVQR,AVFR,1
PVQR,AVL,2
PVQR,AWAR,4
PVQR,DD01,1
PVQR,DD06,2
PVQR,DVC,1
PVQR,PVT,1
PVQR,RIFR,4
PVQR,RMGR,1
PVQR,VC02,1
PVQR,VD01,1
PVR,ADAR,1
PVR,ALMR,2
PVR,AVBL,17
PVR,AVBR,17
PVR,AVJL,11
PVR,AVJR,5
PVR,AVKL,1
PVR,CEPVR,2
PVR,DA05,1
PVR,DA09,2
PVR,DB02,2
PVR,DB03,3
PVR,DB04,1
PVR,DB07,2
PVR,DVA,2
PVR,IL1DR,5
PVR,IL1VL,9
PVR,IL1VR,9
PVR,PDER,1
PVR,PVCL,4
PVR,PVM,1
PVR,PVR,1
PVR,RIPL,16
PVR,RIPR,19
PVR,SABD,2
PVR,SDQR,5
PVR,URADL,3
PVR,VB03,2
PVR,VB07,1
PVT,AIBL,5
PVT,AIBR,10
PVT,AVKL,7
PVT,AVKR,8
PVT,AVL,3
PVT,DVC,3
PVT,RIGL,1
PVT,RIGR,6
PVT,RIH,2
PVT,RIS,1
PVT,RMEV,4
PVT,RMFL,3
PVT,RMFR,7
PVWL,AVJL,1
PVWL,PVCL,1
PVWL,PVCR,1
PVWL,PVT,1
PVWL,PVWR,1
PVWL,VD12,1
PVWR,AVAR,1
PVWR,AVDR,2
PVWR,AVL,1
PVWR,LUAR,1
PVWR,PVCR,1
PVWR,PVT,2
PVWR,VA12,1
RIAL,AIZL,1
RIAL,AQR,4
RIAL,AVAL,2
RIAL,BAGR,2
RIAL,CEPDL,1
RIAL,RIAR,23
RIAL,RIBL,2
RIAL,RIML,2
RIAL,RIMR,2
